b2019,GCF_000005845.2,NP_416523.1,299,1-299,299,COG0040,COG0040,0,351.0,6.99e-122,290,1-290
b0523,GCF_000005845.2,NP_415056.1,169,1-169,169,COG0041,COG0041,0,203.0,1.62e-67,162,1-162
b2140,GCF_000005845.2,NP_416645.1,315,1-315,315,COG0042,COG0042,0,301.0,9.17e-102,323,11-322
b3260,GCF_000005845.2,NP_417726.1,321,1-321,321,COG0042,COG0042,0,353.0,3.64e-122,323,2-322
b4049,GCF_000005845.2,NP_418473.3,345,1-345,345,COG0042,COG0042,0,308.0,5.31e-104,323,1-301
b3843,GCF_000005845.2,NP_418285.1,497,1-497,497,COG0043,COG0043,0,672.0,1.0e-200,477,1-477
b0512,GCF_000005845.2,NP_415045.1,453,1-453,453,COG0044,COG0044,0,450.0,1.66e-156,430,1-430
b2873,GCF_000005845.2,NP_417349.4,461,1-461,461,COG0044,COG0044,0,373.0,4.58e-126,430,1-430
b0728,GCF_000005845.2,NP_415256.1,388,1-388,388,COG0045,COG0045,0,520.0,1.0e-200,387,1-387
b2557,GCF_000005845.2,YP_026170.1,1295,159-1005,847,COG0046,COG0046,1,775.0,1.0e-200,743,1-730
b2557,GCF_000005845.2,YP_026170.1,1295,1006-1295,290,COG0047,COG0047,1,277.0,8.89e-86,231,1-231
b3342,GCF_000005845.2,NP_417801.1,124,1-124,124,COG0048,COG0048,0,184.0,2.34e-61,129,7-129
b3341,GCF_000005845.2,NP_417800.1,179,1-179,179,COG0049,COG0049,0,206.0,5.38e-69,148,1-148
b3339,GCF_000005845.2,NP_417798.1,394,1-394,394,COG0050,COG0050,0,682.0,1.0e-200,394,1-393
b3980,GCF_000005845.2,NP_418407.1,394,1-394,394,COG0050,COG0050,0,683.0,1.0e-200,394,1-393
b3321,GCF_000005845.2,NP_417780.1,103,1-103,103,COG0051,COG0051,0,157.0,2.15e-51,104,1-102
b0169,GCF_000005845.2,NP_414711.1,241,1-241,241,COG0052,COG0052,0,345.0,2.42e-121,252,1-234
b3915,GCF_000005845.2,NP_418350.1,300,1-300,300,COG0053,COG0053,0,272.0,9.8e-91,304,3-300
b0415,GCF_000005845.2,NP_414949.1,156,1-156,156,COG0054,COG0054,0,190.0,6.49e-63,152,1-151
b3732,GCF_000005845.2,NP_418188.1,460,1-460,460,COG0055,COG0055,0,829.0,1.0e-200,468,1-465
b3734,GCF_000005845.2,NP_418190.1,513,1-513,513,COG0056,COG0056,0,812.0,1.0e-200,504,1-502
b1779,GCF_000005845.2,NP_416293.1,331,1-331,331,COG0057,COG0057,0,477.0,1.24e-170,335,1-332
b2927,GCF_000005845.2,NP_417402.1,339,1-339,339,COG0057,COG0057,0,426.0,2.12e-150,335,1-335
b3417,GCF_000005845.2,YP_026218.1,797,1-797,797,COG0058,COG0058,0,847.0,1.0e-200,750,5-750
b3428,GCF_000005845.2,NP_417886.1,815,1-815,815,COG0058,COG0058,0,887.0,1.0e-200,750,1-750
b3774,GCF_000005845.2,NP_418222.1,491,1-351,351,COG0059,COG0059,1,419.0,2.94e-145,338,1-338
b3774,GCF_000005845.2,NP_418222.1,491,352-491,140,COG0059,COG0059,3,84.9,5.31e-18,338,184-326
b0026,GCF_000005845.2,NP_414567.1,938,1-938,938,COG0060,COG0060,0,1301.0,1.0e-200,933,1-933
b2615,GCF_000005845.2,NP_417105.1,292,1-292,292,COG0061,COG0061,0,295.0,4.72e-100,281,1-281
b4167,GCF_000005845.2,NP_418588.1,515,1-218,218,COG0062,COG0062,1,210.0,1.06e-65,203,1-203
b4167,GCF_000005845.2,NP_418588.1,515,219-515,297,COG0063,COG0063,1,268.0,7.2e-87,284,1-284
b0072,GCF_000005845.2,NP_414614.1,466,1-466,466,COG0065,COG0065,0,635.0,1.0e-200,423,1-423
b0071,GCF_000005845.2,NP_414613.1,201,1-201,201,COG0066,COG0066,0,285.0,5.22e-99,191,2-190
b3212,GCF_000005845.2,NP_417679.2,1486,1-377,377,COG0067,COG0067,1,467.0,8.11e-153,371,2-371
b2712,GCF_000005845.2,NP_417192.1,750,1-750,750,COG0068,COG0068,0,871.0,1.0e-200,750,1-748
b3212,GCF_000005845.2,NP_417679.2,1486,693-1176,484,COG0069,COG0069,1,608.0,1.0e-200,485,1-485
b3212,GCF_000005845.2,NP_417679.2,1486,1177-1486,310,COG0070,COG0070,1,348.0,7.83e-110,301,1-301
b3686,GCF_000005845.2,NP_418141.2,142,1-142,142,COG0071,COG0071,0,112.0,2.3e-32,146,7-146
b3687,GCF_000005845.2,NP_418142.1,137,1-137,137,COG0071,COG0071,0,114.0,2.52e-33,146,7-146
b1713,GCF_000005845.2,NP_416228.1,795,145-795,651,COG0072,COG0072,1,715.0,1.0e-200,650,1-650
b1713,GCF_000005845.2,NP_416228.1,795,1-144,144,COG0073,COG0073,1,116.0,2.74e-31,123,1-123
b2114,GCF_000005845.2,NP_416617.1,677,556-677,122,COG0073,COG0073,1,99.8,2.45e-25,123,5-123
b3074,GCF_000005845.2,NP_417545.1,110,1-110,110,COG0073,COG0073,0,95.2,2.07e-26,123,8-123
b0320,GCF_000005845.2,NP_414854.1,515,1-372,372,COG0074,COG0074,1,191.0,5.02e-57,293,1-293
b0518,GCF_000005845.2,NP_415051.1,555,1-362,362,COG0074,COG0074,1,202.0,9.89e-61,293,1-272
b0729,GCF_000005845.2,NP_415257.1,289,1-289,289,COG0074,COG0074,0,426.0,9.18e-152,293,1-290
b1493,GCF_000005845.2,NP_416010.1,466,1-466,466,COG0076,COG0076,0,401.0,1.03e-136,460,7-456
b3517,GCF_000005845.2,NP_417974.1,466,1-466,466,COG0076,COG0076,0,401.0,1.22e-136,460,7-456
b2599,GCF_000005845.2,NP_417090.1,386,100-386,287,COG0077,COG0077,1,347.0,2.74e-119,279,4-279
b0273,GCF_000005845.2,NP_414807.1,334,1-334,334,COG0078,COG0078,0,453.0,1.67e-161,310,1-310
b2870,GCF_000005845.2,YP_026185.1,396,1-396,396,COG0078,COG0078,0,288.0,1.59e-95,310,1-310
b4254,GCF_000005845.2,NP_418675.1,334,1-334,334,COG0078,COG0078,0,455.0,4.84e-162,310,1-310
b2021,GCF_000005845.2,NP_416525.1,356,1-356,356,COG0079,COG0079,0,347.0,1.42e-118,356,1-350
b3983,GCF_000005845.2,NP_418410.1,142,1-142,142,COG0080,COG0080,0,198.0,1.38e-66,141,1-139
b3984,GCF_000005845.2,NP_418411.1,234,1-234,234,COG0081,COG0081,0,272.0,1.08e-92,228,1-228
b2329,GCF_000005845.2,NP_416832.1,361,1-361,361,COG0082,COG0082,0,525.0,1.0e-200,369,1-366
b0003,GCF_000005845.2,NP_414544.1,310,1-310,310,COG0083,COG0083,0,360.0,2.38e-125,299,3-299
b1100,GCF_000005845.2,NP_415618.1,265,1-265,265,COG0084,COG0084,0,308.0,3.05e-106,256,1-256
b4378,GCF_000005845.2,YP_026291.2,259,1-259,259,COG0084,COG0084,0,296.0,1.37e-101,256,2-256
b4483,GCF_000005845.2,YP_026271.1,260,1-260,260,COG0084,COG0084,0,279.0,1.29e-94,256,3-256
b3987,GCF_000005845.2,NP_418414.1,1342,1-252=360-934=1038-1342,1132,COG0085,COG0085,1,1337.1,1.0e-200,1060,1-224=225-806=807-1057
b3988,GCF_000005845.2,NP_418415.1,1407,1-853,853,COG0086,COG0086,1,902.0,1.0e-200,808,7-808
b3320,GCF_000005845.2,NP_417779.1,209,1-209,209,COG0087,COG0087,0,277.0,3.1e-95,218,1-212
b3319,GCF_000005845.2,NP_417778.1,201,1-201,201,COG0088,COG0088,0,199.0,7.29e-65,214,2-211
b3318,GCF_000005845.2,NP_417777.1,100,1-100,100,COG0089,COG0089,0,109.0,1.01e-32,94,1-94
b3317,GCF_000005845.2,NP_417776.1,273,1-273,273,COG0090,COG0090,0,396.0,2.05e-140,275,1-275
b3315,GCF_000005845.2,NP_417774.1,110,1-110,110,COG0091,COG0091,0,138.0,1.41e-43,120,9-118
b3314,GCF_000005845.2,NP_417773.1,233,1-233,233,COG0092,COG0092,0,291.0,2.51e-100,233,1-223
b3310,GCF_000005845.2,NP_417769.1,123,1-123,123,COG0093,COG0093,0,183.0,5.66e-61,122,1-122
b3308,GCF_000005845.2,NP_417767.1,179,1-179,179,COG0094,COG0094,0,268.0,6.54e-93,180,1-179
b4386,GCF_000005845.2,NP_418803.1,338,1-248,248,COG0095,COG0095,1,220.0,9.63e-71,248,1-248
b3306,GCF_000005845.2,NP_417765.1,130,1-130,130,COG0096,COG0096,0,174.0,3.93e-57,132,1-131
b3305,GCF_000005845.2,NP_417764.1,177,1-177,177,COG0097,COG0097,0,225.0,6.01e-76,178,1-176
b3303,GCF_000005845.2,NP_417762.1,167,1-167,167,COG0098,COG0098,0,211.0,1.95e-70,181,17-181
b3298,GCF_000005845.2,NP_417757.1,118,1-118,118,COG0099,COG0099,0,158.0,2.44e-51,121,1-119
b3297,GCF_000005845.2,NP_417756.1,129,1-129,129,COG0100,COG0100,0,195.0,1.32e-65,129,1-129
b2318,GCF_000005845.2,NP_416821.1,270,1-270,270,COG0101,COG0101,0,358.0,2.07e-125,266,1-262
b3231,GCF_000005845.2,NP_417698.1,142,1-142,142,COG0102,COG0102,0,209.0,8.28e-71,148,1-143
b3230,GCF_000005845.2,NP_417697.1,130,1-130,130,COG0103,COG0103,0,174.0,2.96e-57,130,1-130
b4177,GCF_000005845.2,NP_418598.1,432,1-432,432,COG0104,COG0104,0,659.0,1.0e-200,430,1-430
b2518,GCF_000005845.2,NP_417013.1,143,1-143,143,COG0105,COG0105,0,203.0,1.68e-68,135,1-134
b2024,GCF_000005845.2,NP_416528.2,245,1-245,245,COG0106,COG0106,0,274.0,3.99e-93,241,3-241
b2025,GCF_000005845.2,NP_416529.1,258,1-258,258,COG0107,COG0107,0,397.0,2.04e-141,256,1-256
b3041,GCF_000005845.2,NP_417513.1,217,1-217,217,COG0108,COG0108,0,289.0,2.03e-100,203,1-203
b0428,GCF_000005845.2,NP_414962.1,296,1-296,296,COG0109,COG0109,0,286.0,4.48e-96,304,16-303
b0342,GCF_000005845.2,NP_414876.1,203,1-203,203,COG0110,COG0110,0,133.0,4.25e-39,190,9-190
b0459,GCF_000005845.2,NP_414992.1,183,1-183,183,COG0110,COG0110,0,138.0,1.55e-41,190,8-177
b2033,GCF_000005845.2,NP_416537.1,196,1-196,196,COG0110,COG0110,0,97.8,1.91e-25,190,16-187
b2054,GCF_000005845.2,NP_416558.1,182,1-182,182,COG0110,COG0110,0,125.0,2.56e-36,190,5-178
b1033,GCF_000005845.2,NP_415551.2,312,1-312,312,COG0111,COG0111,0,247.0,1.45e-80,324,3-324
b2320,GCF_000005845.2,NP_416823.1,378,1-296,296,COG0111,COG0111,1,190.0,9.71e-58,324,2-322
b2913,GCF_000005845.2,NP_417388.1,410,1-336,336,COG0111,COG0111,1,312.0,1.44e-104,324,1-324
b2551,GCF_000005845.2,NP_417046.1,417,1-417,417,COG0112,COG0112,0,647.0,1.0e-200,413,4-412
b0369,GCF_000005845.2,NP_414903.4,324,1-324,324,COG0113,COG0113,0,475.0,4.1e-170,330,3-326
b1611,GCF_000005845.2,NP_416128.1,467,1-467,467,COG0114,COG0114,0,800.0,1.0e-200,462,1-462
b1096,GCF_000005845.2,NP_415614.1,269,1-269,269,COG0115,COG0115,0,192.0,3.68e-60,284,3-278
b3770,GCF_000005845.2,YP_026247.1,309,1-309,309,COG0115,COG0115,0,279.0,8.83e-94,284,1-284
b0948,GCF_000005845.2,NP_415468.1,702,1-351,351,COG0116,COG0116,1,458.0,5.98e-157,381,2-378
b0414,GCF_000005845.2,NP_414948.1,367,1-143,143,COG0117,COG0117,1,240.0,4.78e-80,146,5-146
b2023,GCF_000005845.2,NP_416527.1,196,1-196,196,COG0118,COG0118,0,295.0,3.42e-103,204,2-202
b0074,GCF_000005845.2,NP_414616.1,523,1-414,414,COG0119,COG0119,1,427.0,1.14e-146,409,1-409
b0352,GCF_000005845.2,NP_414886.1,337,1-337,337,COG0119,COG0119,2,204.0,3.32e-62,409,1-337
b2914,GCF_000005845.2,NP_417389.1,219,1-219,219,COG0120,COG0120,0,278.0,1.04e-95,227,1-227
b0223,GCF_000005845.2,NP_414758.1,255,1-255,255,COG0121,COG0121,0,299.0,8.7e-103,252,1-248
b2068,GCF_000005845.2,NP_416572.1,282,1-282,282,COG0122,COG0122,0,213.0,2.96e-68,285,1-272
b2514,GCF_000005845.2,NP_417009.1,424,1-424,424,COG0124,COG0124,0,509.0,5.88e-180,429,1-428
b1098,GCF_000005845.2,NP_415616.1,213,1-213,213,COG0125,COG0125,0,218.0,2.57e-72,208,1-207
b2984,GCF_000005845.2,NP_417458.1,252,1-252,252,COG0125,COG0125,0,51.5,8.47e-08,208,5-202
b2986,GCF_000005845.2,NP_417460.1,230,1-230,230,COG0125,COG0125,0,65.0,1.27e-12,208,5-206
b2926,GCF_000005845.2,NP_417401.1,387,1-387,387,COG0126,COG0126,0,492.0,9.69e-175,395,2-395
b2954,GCF_000005845.2,NP_417429.1,197,1-197,197,COG0127,COG0127,0,252.0,3.0e-86,194,1-192
b0908,GCF_000005845.2,NP_415428.1,427,1-427,427,COG0128,COG0128,0,472.0,9.06e-166,428,1-425
b0269,GCF_000005845.2,NP_414803.1,655,1-655,655,COG0129,COG0129,0,518.0,6.48e-178,575,1-575
b1851,GCF_000005845.2,NP_416365.1,603,1-603,603,COG0129,COG0129,0,635.0,1.0e-200,575,4-570
b3771,GCF_000005845.2,YP_026248.1,616,1-616,616,COG0129,COG0129,0,799.0,1.0e-200,575,8-575
b4297,GCF_000005845.2,NP_418717.1,655,1-655,655,COG0129,COG0129,0,522.0,2.37e-179,575,1-575
b3166,GCF_000005845.2,NP_417635.1,314,1-314,314,COG0130,COG0130,0,261.0,1.21e-86,271,4-271
b2022,GCF_000005845.2,NP_416526.4,355,172-355,184,COG0131,COG0131,1,303.0,6.86e-104,195,1-195
b0778,GCF_000005845.2,NP_415299.1,225,1-225,225,COG0132,COG0132,0,274.0,5.29e-94,223,1-221
b1593,GCF_000005845.2,NP_416110.4,231,1-231,231,COG0132,COG0132,0,240.0,2.59e-80,223,1-222
b1261,GCF_000005845.2,NP_415777.1,397,1-397,397,COG0133,COG0133,0,693.0,1.0e-200,396,1-396
b1262,GCF_000005845.2,NP_415778.3,453,1-255,255,COG0134,COG0134,1,322.0,3.72e-109,254,1-253
b1262,GCF_000005845.2,NP_415778.3,453,256-453,198,COG0135,COG0135,1,217.0,9.86e-69,208,1-208
b2319,GCF_000005845.2,NP_416822.1,337,1-337,337,COG0136,COG0136,0,348.0,1.7e-119,334,1-334
b3433,GCF_000005845.2,NP_417891.1,367,1-367,367,COG0136,COG0136,0,357.0,1.09e-122,334,1-334
b3172,GCF_000005845.2,NP_417640.1,447,1-447,447,COG0137,COG0137,0,456.0,3.13e-159,403,1-403
b4006,GCF_000005845.2,NP_418434.1,529,1-529,529,COG0138,COG0138,0,776.0,1.0e-200,515,1-515
b2026,GCF_000005845.2,NP_416530.1,203,1-112,112,COG0139,COG0139,1,162.0,8.42e-52,111,2-111
b2026,GCF_000005845.2,NP_416530.1,203,113-203,91,COG0140,COG0140,1,124.0,2.11e-37,92,1-89
b2020,GCF_000005845.2,NP_416524.1,434,1-434,434,COG0141,COG0141,0,567.0,1.0e-200,425,1-425
b0421,GCF_000005845.2,NP_414955.1,299,1-299,299,COG0142,COG0142,0,236.0,2.35e-76,322,1-322
b3187,GCF_000005845.2,NP_417654.1,323,1-323,323,COG0142,COG0142,0,308.0,2.73e-104,322,1-321
b2114,GCF_000005845.2,NP_416617.1,677,1-555,555,COG0143,COG0143,1,673.0,1.0e-200,558,1-558
b1835,GCF_000005845.2,NP_416349.2,479,1-325,325,COG0144,COG0144,1,292.0,2.85e-95,355,49-355
b3289,GCF_000005845.2,NP_417747.1,429,103-429,327,COG0144,COG0144,1,362.0,2.46e-123,355,1-354
b1264,GCF_000005845.2,NP_415780.1,520,1-520,520,COG0147,COG0147,0,465.0,5.22e-161,462,2-462
b1812,GCF_000005845.2,NP_416326.1,453,1-453,453,COG0147,COG0147,0,482.0,1.76e-168,462,12-455
b2779,GCF_000005845.2,NP_417259.1,432,1-432,432,COG0148,COG0148,0,597.0,1.0e-200,423,1-423
b3919,GCF_000005845.2,NP_418354.1,255,1-255,255,COG0149,COG0149,0,307.0,7.19e-106,251,1-251
b2499,GCF_000005845.2,NP_416994.1,345,1-345,345,COG0150,COG0150,0,518.0,1.0e-200,345,1-343
b4005,GCF_000005845.2,NP_418433.1,429,1-429,429,COG0151,COG0151,0,656.0,1.0e-200,428,1-428
b2476,GCF_000005845.2,NP_416971.1,237,1-237,237,COG0152,COG0152,0,282.0,1.73e-96,247,1-235
b0757,GCF_000005845.2,NP_415278.1,382,1-382,382,COG0153,COG0153,0,500.0,8.07e-178,390,3-389
b2763,GCF_000005845.2,NP_417243.1,570,1-570,570,COG0155,COG0155,0,524.0,1.0e-200,510,8-509
b0776,GCF_000005845.2,NP_415297.1,384,1-384,384,COG0156,COG0156,0,399.0,5.25e-138,388,1-388
b3617,GCF_000005845.2,NP_418074.1,398,1-398,398,COG0156,COG0156,0,442.0,9.17e-155,388,2-388
b0109,GCF_000005845.2,NP_414651.1,297,1-297,297,COG0157,COG0157,0,322.0,1.25e-110,280,1-278
b4232,GCF_000005845.2,NP_418653.1,332,1-332,332,COG0158,COG0158,0,489.0,1.75e-175,326,1-326
b1260,GCF_000005845.2,NP_415776.1,268,1-268,268,COG0159,COG0159,0,316.0,5.69e-109,265,1-265
b1302,GCF_000005845.2,NP_415818.1,421,1-421,421,COG0160,COG0160,0,490.0,1.33e-172,447,16-445
b2662,GCF_000005845.2,NP_417148.1,426,1-426,426,COG0160,COG0160,0,524.0,1.0e-200,447,15-447
b0774,GCF_000005845.2,NP_415295.1,429,1-429,429,COG0161,COG0161,0,545.0,1.0e-200,449,1-449
b1637,GCF_000005845.2,NP_416154.1,424,1-424,424,COG0162,COG0162,0,475.0,4.07e-167,401,2-401
b2311,GCF_000005845.2,NP_416814.1,189,1-189,189,COG0163,COG0163,0,279.0,7.87e-97,191,2-188
b0183,GCF_000005845.2,NP_414725.1,198,1-198,198,COG0164,COG0164,0,257.0,7.0e-88,199,1-192
b3960,GCF_000005845.2,NP_418395.1,457,1-457,457,COG0165,COG0165,0,649.0,1.0e-200,459,3-458
b4025,GCF_000005845.2,NP_418449.1,549,1-549,549,COG0166,COG0166,0,555.0,1.0e-200,446,3-446
b0945,GCF_000005845.2,NP_415465.1,336,1-336,336,COG0167,COG0167,0,320.0,4.0e-109,310,3-288
b2147,GCF_000005845.2,NP_416652.4,411,1-328,328,COG0167,COG0167,1,284.0,5.38e-94,310,1-310
b2878,GCF_000005845.2,NP_417354.1,1032,188-366,179,COG0167,COG0167,3,48.0,7.24e-06,310,60-249
b1363,GCF_000005845.2,NP_415881.1,485,1-485,485,COG0168,COG0168,0,321.0,2.15e-104,499,2-488
b3849,GCF_000005845.2,YP_026273.1,483,1-483,483,COG0168,COG0168,0,379.0,3.82e-127,499,1-488
b1692,GCF_000005845.2,NP_416207.1,288,1-288,288,COG0169,COG0169,0,292.0,3.98e-99,283,2-277
b3281,GCF_000005845.2,NP_417740.1,272,1-272,272,COG0169,COG0169,0,296.0,4.69e-101,283,6-283
b1740,GCF_000005845.2,NP_416254.1,275,1-275,275,COG0171,COG0171,0,276.0,4.07e-93,268,1-263
b0893,GCF_000005845.2,NP_415413.1,430,1-430,430,COG0172,COG0172,0,586.0,1.0e-200,429,1-426
b1866,GCF_000005845.2,NP_416380.1,590,1-590,590,COG0173,COG0173,0,948.0,1.0e-200,585,1-585
b1297,GCF_000005845.2,NP_415813.4,472,1-472,472,COG0174,COG0174,0,385.0,2.57e-130,443,1-443
b3870,GCF_000005845.2,NP_418306.1,469,1-469,469,COG0174,COG0174,0,542.0,1.0e-200,443,1-443
b2752,GCF_000005845.2,NP_417232.1,302,1-302,302,COG0175,COG0175,0,222.0,1.25e-71,261,11-261
b2762,GCF_000005845.2,NP_417242.1,244,1-244,244,COG0175,COG0175,0,210.0,6.21e-68,261,3-243
b0008,GCF_000005845.2,NP_414549.1,317,1-317,317,COG0176,COG0176,0,234.0,1.76e-76,239,1-237
b0825,GCF_000005845.2,NP_415346.4,220,1-220,220,COG0176,COG0176,0,197.0,3.35e-63,239,8-239
b2464,GCF_000005845.2,NP_416959.1,316,1-316,316,COG0176,COG0176,0,243.0,3.37e-80,239,1-239
b3946,GCF_000005845.2,NP_418381.1,220,1-220,220,COG0176,COG0176,0,193.0,9.55e-62,239,8-239
b1633,GCF_000005845.2,NP_416150.1,211,1-211,211,COG0177,COG0177,0,305.0,9.54e-107,211,1-210
b4058,GCF_000005845.2,NP_418482.1,940,1-940,940,COG0178,COG0178,0,1542.0,1.0e-200,935,3-933
b1180,GCF_000005845.2,NP_415698.1,219,1-219,219,COG0179,COG0179,0,253.0,6.45e-85,266,46-263
b3384,GCF_000005845.2,NP_417843.1,334,1-334,334,COG0180,COG0180,0,418.0,1.16e-147,314,3-314
b3805,GCF_000005845.2,YP_026260.1,313,1-313,313,COG0181,COG0181,0,434.0,2.85e-154,307,2-307
b1397,GCF_000005845.2,NP_415915.1,401,1-401,401,COG0183,COG0183,0,327.0,2.09e-109,392,1-392
b2224,GCF_000005845.2,NP_416728.1,394,1-394,394,COG0183,COG0183,0,318.0,3.25e-106,392,1-392
b2342,GCF_000005845.2,NP_416844.1,436,1-436,436,COG0183,COG0183,0,238.0,1.38e-74,392,2-365
b2844,GCF_000005845.2,NP_417321.2,393,1-393,393,COG0183,COG0183,0,340.0,1.1e-114,392,1-392
b3845,GCF_000005845.2,YP_026272.1,387,1-387,387,COG0183,COG0183,0,336.0,3.58e-113,392,1-392
b3165,GCF_000005845.2,NP_417634.1,89,1-89,89,COG0184,COG0184,0,113.0,1.68e-34,89,1-89
